"","SampleID","StationCode","SampleDate","Replicate","SampleType","D_ValveCount","S_EntityCount","S_Biovolume","D_NumberTaxa","S_NumberTaxa","H_NumberTaxa","UnrecognizedTaxa","D_ASCI","S_ASCI","H_ASCI","D_cnt.spp.most.tol_pct_att","D_cnt.spp.most.tol_pred","D_cnt.spp.most.tol_raw","D_cnt.spp.most.tol_scr","D_EpiRho.richness_pct_att","D_EpiRho.richness_pred","D_EpiRho.richness_raw","D_EpiRho.richness_scr","D_prop.spp.IndicatorClass_TN_low_pct_att","D_prop.spp.IndicatorClass_TN_low_pred","D_prop.spp.IndicatorClass_TN_low_raw","D_prop.spp.IndicatorClass_TN_low_scr","D_prop.spp.Planktonic_pct_att","D_prop.spp.Planktonic_pred","D_prop.spp.Planktonic_raw","D_prop.spp.Planktonic_scr","D_prop.spp.Trophic.E_pct_att","D_prop.spp.Trophic.E_pred","D_prop.spp.Trophic.E_raw","D_prop.spp.Trophic.E_scr","D_Salinity.BF.richness_pct_att","D_Salinity.BF.richness_pred","D_Salinity.BF.richness_raw","D_Salinity.BF.richness_scr","S_prop.spp.IndicatorClass_DOC_high_pct_att","S_prop.spp.IndicatorClass_DOC_high_raw","S_prop.spp.IndicatorClass_DOC_high_scr","S_prop.spp.IndicatorClass_NonRef_pct_att","S_prop.spp.IndicatorClass_NonRef_raw","S_prop.spp.IndicatorClass_NonRef_scr","S_prop.spp.IndicatorClass_TP_high_pct_att","S_prop.spp.IndicatorClass_TP_high_raw","S_prop.spp.IndicatorClass_TP_high_scr","S_prop.spp.ZHR_pct_att","S_prop.spp.ZHR_raw","S_prop.spp.ZHR_scr","H_cnt.spp.IndicatorClass_TP_high_pct_att","H_cnt.spp.IndicatorClass_TP_high_pred","H_cnt.spp.IndicatorClass_TP_high_raw","H_cnt.spp.IndicatorClass_TP_high_scr","H_cnt.spp.most.tol_pct_att","H_cnt.spp.most.tol_pred","H_cnt.spp.most.tol_raw","H_cnt.spp.most.tol_scr","H_EpiRho.richness_pct_att","H_EpiRho.richness_pred","H_EpiRho.richness_raw","H_EpiRho.richness_scr","H_OxyRed.DO_30.richness_pct_att","H_OxyRed.DO_30.richness_pred","H_OxyRed.DO_30.richness_raw","H_OxyRed.DO_30.richness_scr","H_prop.spp.Planktonic_pct_att","H_prop.spp.Planktonic_pred","H_prop.spp.Planktonic_raw","H_prop.spp.Planktonic_scr","H_prop.spp.Trophic.E_pct_att","H_prop.spp.Trophic.E_pred","H_prop.spp.Trophic.E_raw","H_prop.spp.Trophic.E_scr","H_prop.spp.ZHR_pct_att","H_prop.spp.ZHR_raw","H_prop.spp.ZHR_scr","H_Salinity.BF.richness_pct_att","H_Salinity.BF.richness_pred","H_Salinity.BF.richness_raw","H_Salinity.BF.richness_scr","Comments","version_number"
"11","105PS2260_8/16/23_2","105PS2260","8/16/23",2,"Integrated",40,0,0,40,0,40,"Surirella elliptica var hibernica, Encyonopsis palmeti, Stephanocyclus meneghinianus, Nitzschia nandorii, Nitzschia costei, Iconella, Gyrosigma sciotense, Planothidium lanceolatum group1, Gomphonema saprophilum, Planothidium victori, Denticula kuetzingii var rumrichae, Encyonema ventricosum, Gomphonema elegantissimum, Fragilaria agnesiae, Navicula australoshetlandica, Craticula importuna",1.24558337395231,NA,NA,0.25,5.37953032885418,5,0.743713868885598,1,1.7236,4,1,0.475,0.36595184634273,0.473684210526316,0.956132831859614,0.85,0.0136152564226162,0,0.951661794165319,0.6,0.478752498183778,0.291666666666667,1,0.6,2.68483194002895,1,0.973838582312777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"12","106NC0023_9/13/16_1","106NC0023","9/13/16",1,"Integrated",31,0,0,31,0,31,"Gomphonema elegantissimum, Encyonopsis palmeti, Denticula kuetzingii var rumrichae, Nitzschia denticula, Encyonopsis minuta, Nitzschia kleinteichiana, Hannaea librata, Gomphonema maritimo-antarcticum, Nitzschia costei, Planothidium lanceolatum group1, Nitzschia draveillensis, Fragilaria agnesiae",1.20850428935907,NA,NA,0.129032258064516,2.2666357121489,0,0.917454107439281,1,0.936866666666666,3,1,0.451612903225806,0.492236013026149,0.571428571428571,0.895325289205211,0.870967741935484,0.0109397899531435,0,0.924214837888655,0.516129032258065,0.396180140109744,0.375,0.802243882620232,0.516129032258065,1.16054788952052,0,0.918651104975979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"13","106PS0307_6/16/16_1","106PS0307","6/16/16",1,"Integrated",12,0,0,12,0,12,"Ulnaria danica, Hannaea librata, Gomphonema narodoense, Fragilaria heatherae, Gomphonema elegantissimum, Gomphonella olivaceoides",1.15608498490576,NA,NA,0.25,2.33229054279836,1,0.831431697640933,1,1.1227,1,0.723255922743393,0.583333333333333,0.46978417467615,0.714285714285714,1,0.833333333333333,0.0133282739321506,0,0.948717710971658,0.75,0.35557029849946,0.333333333333333,0.804980090432426,0.75,1.10463820875373,0,0.912765909274845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"14","106PS0334_6/22/17_1","106PS0334","6/22/17",1,"Integrated",20,0,0,20,0,20,"Gomphonema pumilum var pumilum, Gomphonema elegantissimum, Planothidium victori, Planothidium lanceolatum group1, Gomphonema rosenstockianum, Cocconeis euglypta",1.10402165004234,NA,NA,0.2,2.08531664523315,1,0.808693537780144,1,2.61246666666667,2,0.615860058649998,0.55,0.3803737961007,0.454545454545455,0.884627648489629,0.85,0.00451874194730308,0,0.858342876540024,0.65,0.520133268823737,0.461538461538462,0.899113562230943,0.65,1.16750471881234,0,0.919383398583816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"15","106PS0371_9/12/23_2","106PS0371","9/12/23",2,"Integrated",33,0,0,33,0,33,"Planothidium lanceolatum group1, Planothidium victori, Gomphonema elegantissimum, Hannaea librata, Nitzschia kleinteichiana, Nitzschia costei",0.954938400529774,NA,NA,0.181818181818182,1.76879446543412,3,0.595418158622199,1,0.738166666666667,0,0.58829660642811,0.515151515151515,0.470184868913195,0.294117647058824,0.35146314469955,0.878787878787879,0.0148448970088277,0,0.964276376254404,0.545454545454545,0.392954868207104,0.277777777777778,1,0.606060606060606,1.15943897167327,1,0.813271825057425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"16","106WE1066_8/27/19_1","106WE1066","8/27/19",1,"Integrated",29,0,0,29,0,29,"Planothidium lanceolatum group1, Mayamaea ectorii, Gomphadelpha kociolekii, Planothidium victori, Fragilaria heatherae, Nitzschia costei, Conticribra weissflogii, Hannaea librata, Gomphonema elegantissimum, Cocconeis euglypta, Encyonema ventricosum",0.775828280784323,NA,NA,0.241379310344828,1.86723799489552,4,0.512414507820505,1,1.15116666666667,1,0.717013761990942,0.551724137931034,0.519889731677601,0.1875,0.0183989410814173,0.931034482758621,0.00613910461001612,0,0.874965780868401,0.620689655172414,0.429815367328111,0.5,0.565692900473575,0.655172413793103,1.17905681181513,1,0.815336848983245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"17","106YJCENT_6/21/17_1","106YJCENT","6/21/17",1,"Integrated",8,0,0,8,0,8,"Planothidium victori, Cocconeis euglypta, Gomphonema elegantissimum",1.21928179795941,NA,NA,0.25,1.97057793360602,1,0.798129882297039,1,1.09173333333333,3,1,0.5,0.395929361356289,0.5,0.9483310782786,0.875,0.00496842504023383,0,0.862956065429085,0.625,0.498726339154829,0.4,1,0.625,0.956247802544443,0,0.897145956366243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"18","110NC0390_7/18/17_1","110NC0390","7/18/17",1,"Integrated",11,0,0,11,0,11,"Planothidium lanceolatum group1, Surirella lacrimula, Petrodictyon, Planothidium victori",0.730561076124617,NA,NA,0.363636363636364,1.605899212117,3,0.58042087207895,1,0.0287666666666667,0,0.743853591362136,0.545454545454545,0.228781227564374,0,0.239149515963821,1,0.00349097118352653,0,0.847799227595933,0.545454545454545,0.611480111505771,1,0,0.545454545454545,1.87090168020549,1,0.888162205691782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"19","111BVCMFE_6/2/16_1","111BVCMFE","6/2/16",1,"Integrated",27,0,0,27,0,27,"Planothidium lanceolatum group1, Gomphonema elegantissimum, Gomphadelpha kociolekii, Fragilaria agnesiae, Nitzschia costei",1.09083242247346,NA,NA,0.296296296296296,1.66076949791635,3,0.585472617799502,1,1.24526666666667,2,0.915659198489017,0.592592592592593,0.45139508379194,0.5,0.830154580907718,0.925925925925926,0.00688701082245999,0,0.882638367815842,0.703703703703704,0.498457879201087,0.368421052631579,1,0.740740740740741,1.20239247160116,2,0.712530667698603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"20","111BVCMFE_7/17/18_1","111BVCMFE","7/17/18",1,"Integrated",29,0,0,29,0,29,"Fragilaria agnesiae, Planothidium victori, Planothidium lanceolatum group1, Cocconeis euglypta, Nitzschia nandorii, Gomphonema elegantissimum, Nitzschia costei",1.07847640761182,NA,NA,0.241379310344828,1.66076949791635,3,0.585472617799502,1,1.24526666666667,2,0.915659198489017,0.551724137931034,0.45139508379194,0.375,0.563826810842194,0.931034482758621,0.00688701082245999,0,0.882638367815842,0.620689655172414,0.498457879201087,0.388888888888889,1,0.655172413793103,1.20239247160116,0,0.923055772489713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"21","111CBCANF_9/10/19_1","111CBCANF","9/10/19",1,"Integrated",18,0,0,18,0,18,"Planothidium victori, Gomphonema elegantissimum, Nitzschia costei, Cocconeis euglypta",1.21986221194199,NA,NA,0.222222222222222,2.25058525495599,1,0.823909332262459,1,1.15613333333333,2,0.935204324779478,0.555555555555556,0.321080884396728,0.4,0.894742685917706,0.888888888888889,0.00934171716554128,0,0.907820599938482,0.777777777777778,0.492874484184131,0.357142857142857,1,0.777777777777778,1.43468355991906,0,0.947507325344796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"22","111FS0008_6/2/23_2","111FS0008","6/2/23",2,"Integrated",43,0,0,43,0,43,"Planothidium victori, Planothidium lanceolatum group1, Iconella, Gomphonema saprophilum, Caloneis fontinalis, Gomphonema rosenstockianum, Cocconeis euglypta, Nitzschia costei, Gomphonella olivaceolacuum, Navicula australoshetlandica, Stauroneis acuta",1.08841406695664,NA,NA,0.209302325581395,3.27276516208478,4,0.641817257387568,1,1.20226666666667,3,1,0.604651162790698,0.336866482117661,0.384615384615385,0.828330739126763,0.906976744186046,0.00945316424903121,0,0.908963908315773,0.697674418604651,0.534101322163123,0.533333333333333,0.749395128270022,0.720930232558139,2.91010731114757,3,0.787026538077468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"23","111GCABPC_7/24/18_1","111GCABPC","7/24/18",1,"Integrated",28,0,0,28,0,28,"Gomphonema elegantissimum, Iconella, Planothidium victori, Gomphonema pumilum var pumilum, Gomphonema rosenstockianum, Cocconeis euglypta, Nitzschia nandorii, Planothidium lanceolatum group1, Gomphonella olivaceolacuum",1.00793821120678,NA,NA,0.321428571428571,1.90015044646443,4,0.515444660369265,1,2.3612,2,0.670957725806876,0.607142857142857,0.357549326367924,0.352941176470588,0.716777643034124,0.892857142857143,0.0113542633571357,0,0.928466819188744,0.642857142857143,0.498449130174264,0.444444444444444,0.887229356436322,0.678571428571429,1.34884797075044,1,0.833209499746976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
"24","111NC0351_8/30/16_1","111NC0351","8/30/16",1,"Integrated",22,0,0,22,0,22,"Denticula kuetzingii var rumrichae, Pinnularia neomajor, Nitzschia nandorii, Nitzschia costei, Gomphadelpha kociolekii, Stephanocyclus meneghinianus, Planothidium victori",1.1582467657907,NA,NA,0.227272727272727,1.85316035187492,2,0.695252534305435,1,0.843466666666666,2,1,0.545454545454545,0.349222214205317,0.5,1,0.863636363636364,0.00705129527556084,0,0.884323721847613,0.590909090909091,0.421327020891504,0.384615384615385,0.842456215672754,0.636363636363636,1.117735103694,1,0.80888196946916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Warning - Only Diatom data present","2.5.5"
