SeqID,Plate,StationCode2,masterid,Date,StaDate,DateReplicate,MostRecent,rand,psa6c,RefStatus,calval,AFDM_Algae..Particulate,Chlorophyll.a..Particulate,Dissolved.Organic.Carbon..Dissolved,SpecificConductivity..Total,Latitude,Longitude,SiteDate,sampledate,old_RefStatus_jeff,ag_1k_01,ag_1k_06,ag_1k_11,ag_1k_16,ag_5k_01,ag_5k_06,ag_5k_11,ag_5k_16,ag_ws_01,ag_ws_06,ag_ws_11,ag_ws_16,agur_1k_01,agur_1k_06,agur_1k_11,agur_1k_16,agur_5k_01,agur_5k_06,agur_5k_11,agur_5k_16,agur_ws_01,agur_ws_06,agur_ws_11,agur_ws_16,area_sqkm,atmca,atmmg,atmso4,bdh_ave,cao_mean,cnl_pi_pct,code_21_1k_01,code_21_1k_06,code_21_1k_11,code_21_1k_16,code_21_5k_01,code_21_5k_06,code_21_5k_11,code_21_5k_16,code_21_ws_01,code_21_ws_06,code_21_ws_11,code_21_ws_16,condqr01,condqr10,condqr50,condqr90,condqr99,elev_range,evi_maxave,grvl_dens,grvl_mines,kfct_ave,lprem_mean,lst32ave,max_elev,maxwd_ws,meanp_ws,mgo_mean,mine_dens,mines,minp_ws,n_mean,nrst_dam,p_mean,paved_int_1k,paved_int_5k,paved_int_ws,ppt_00_09,prmh_ave,roaddens_1k,roaddens_5k,roaddens_ws,s_mean,site_elev,sumave_p,temp_00_09,tmax_ws,ucs_mean,urban_1k_01,urban_1k_06,urban_1k_11,urban_1k_16,urban_5k_01,urban_5k_06,urban_5k_11,urban_5k_16,urban_ws_01,urban_ws_06,urban_ws_11,urban_ws_16,xermtn,xwd_ws,W1_HALL_SWAMP,psa8,total_n_mgl,total_n_mgl_mdl,total_n_mgl_rl,total_p_mgl,total_p_mgl_mdl,total_p_mgl_rl
X233,1,SMC01384,SMC01384,6/14/16,SMC01384_6/14/16,1,Y,0.816561745,SC,Intermediate,,NA,NA,NA,NA,34.0646,-118.70091,SMC01384_2016-06-14,6/14/16,Intermediate,0,0,0,0,0.066395551,0.066395551,0.066395551,0.066395551,0.306859737,0.312742032,0.312742032,0.321565475,0.681818182,0.681818182,0.681818182,0.681818182,2.102525797,2.127424129,2.135723573,2.166154868,12.17765839,12.74497309,12.87569076,13.02340173,275.3965939,0.056620293,0.030563916,0.376017272,1.550839777,12.19858251,0,5,5,5,5,7.724015824,7.712949899,7.710183418,7.809776745,9.073113662,9.442391088,9.386182488,9.355463835,139.91,323.75,800,1159,1171,836,3603.492209,0,0,0.243064397,-0.456152697,51.05300353,934,5.442622951,493.6224,5.100990938,0,0,0.015060241,0.099882782,14.4548765,0.185121138,0,39,503,45620.69922,2.59390859,1.742289246,3.464513211,4.280009416,0.682323035,98,342.9840658,2478.600098,325.4126506,79.7155798,0.681818182,0.681818182,0.681818182,0.681818182,2.036130246,2.061028578,2.069328022,2.099759316,11.87079865,12.43223106,12.56294873,12.70183626,0,30.18969555,0.85,SC,0.63,0,0.1,NA,NA,NA
X234,1,SMC01384,SMC01384,6/14/16,SMC01384_6/14/16,2,N,0.556318542,SC,Intermediate,,NA,NA,NA,NA,34.0646,-118.70091,SMC01384_2016-06-14,6/14/16,Intermediate,0,0,0,0,0.066395551,0.066395551,0.066395551,0.066395551,0.306859737,0.312742032,0.312742032,0.321565475,0.681818182,0.681818182,0.681818182,0.681818182,2.102525797,2.127424129,2.135723573,2.166154868,12.17765839,12.74497309,12.87569076,13.02340173,275.3965939,0.056620293,0.030563916,0.376017272,1.550839777,12.19858251,0,5,5,5,5,7.724015824,7.712949899,7.710183418,7.809776745,9.073113662,9.442391088,9.386182488,9.355463835,139.91,323.75,800,1159,1171,836,3603.492209,0,0,0.243064397,-0.456152697,51.05300353,934,5.442622951,493.6224,5.100990938,0,0,0.015060241,0.099882782,14.4548765,0.185121138,0,39,503,45620.69922,2.59390859,1.742289246,3.464513211,4.280009416,0.682323035,98,342.9840658,2478.600098,325.4126506,79.7155798,0.681818182,0.681818182,0.681818182,0.681818182,2.036130246,2.061028578,2.069328022,2.099759316,11.87079865,12.43223106,12.56294873,12.70183626,0,30.18969555,0.85,SC,0.63,0,0.1,NA,NA,NA
X235,1,SMC01384,SMC01384,6/14/16,SMC01384_6/14/16,3,N,0.573545633,SC,Intermediate,,NA,NA,NA,NA,34.0646,-118.70091,SMC01384_2016-06-14,6/14/16,Intermediate,0,0,0,0,0.066395551,0.066395551,0.066395551,0.066395551,0.306859737,0.312742032,0.312742032,0.321565475,0.681818182,0.681818182,0.681818182,0.681818182,2.102525797,2.127424129,2.135723573,2.166154868,12.17765839,12.74497309,12.87569076,13.02340173,275.3965939,0.056620293,0.030563916,0.376017272,1.550839777,12.19858251,0,5,5,5,5,7.724015824,7.712949899,7.710183418,7.809776745,9.073113662,9.442391088,9.386182488,9.355463835,139.91,323.75,800,1159,1171,836,3603.492209,0,0,0.243064397,-0.456152697,51.05300353,934,5.442622951,493.6224,5.100990938,0,0,0.015060241,0.099882782,14.4548765,0.185121138,0,39,503,45620.69922,2.59390859,1.742289246,3.464513211,4.280009416,0.682323035,98,342.9840658,2478.600098,325.4126506,79.7155798,0.681818182,0.681818182,0.681818182,0.681818182,2.036130246,2.061028578,2.069328022,2.099759316,11.87079865,12.43223106,12.56294873,12.70183626,0,30.18969555,0.85,SC,0.63,0,0.1,NA,NA,NA
X236,1,801M16908,801M16908,5/24/16,801M16908_5/24/16,1,Y,0.995997127,SC,Stressed,,NA,NA,NA,NA,33.91828,-117.63602,801M16908_2016-05-24,5/24/16,Stressed,23.14540059,19.3867458,18.29871414,17.21068249,57.60190664,52.72024984,45.81689678,40.78731098,14.49037913,11.37327147,10.11389504,8.667650712,23.93669634,20.17804154,19.09000989,18.00197824,65.60650888,63.78205128,65.73800131,65.26134122,56.37861325,59.11216982,61.40177355,62.19454648,238.4036804,0.052669899,0.031757487,0.38298273,1.660536473,1.86155589,7.054868333,0,0,0,0,10.74128863,13.10815253,12.10552268,13.2642998,14.6447811,13.77461843,12.68172432,12.46503305,51.2277,200,407.8,665.66,1159,2545,2917.712289,0,0,0.212082228,1.416617814,52.01081081,2698,5.901907357,561.7937385,1.12580261,0,0,0.232638889,0.686862226,25.93518,0.128128286,1,5,234,26772.19922,10.96152568,0.916496421,3.160607108,6.726386409,0.094974339,153,565.0553271,2659.100098,326.8229167,30.03837509,0.791295747,0.791295747,0.791295747,0.791295747,8.004602235,11.06180145,19.92110454,24.47403024,41.88823412,47.73889835,51.2878785,53.52689577,0,32.35422343,1.43,SC,10.6,0.06,0.1,NA,NA,NA
X244,1,907M23330,907M23330,6/9/16,907M23330_6/9/16,1,Y,0.634292492,SC,Reference,cal,108.6582,63.4,NA,803,33.00358,-116.70228,907M23330_2016-06-09,6/9/16,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291409255,0.291409255,0.291409255,0.291409255,54.04771281,0.100400394,0.031181465,0.437670779,1.499782303,5.090873521,0,0.699300699,0.699300699,0.699300699,0.699300699,3.347987826,3.347987826,3.347987826,3.347987826,7.84806754,7.84806754,7.84806754,7.84806754,26.8,111.47,246.4,404,574,1263,3498.547212,0,0,0.221757759,-0.807736283,122.3043478,1825,7.584337349,764.6178862,3.348417882,0,0,7.242424242,0.010854115,9999,0.160134193,0,1,42,38594.60156,4.580874845,0,0.556047497,1.87244715,0.042873524,562,2745.084014,2477.5,304.1666667,170.1422669,0,0,0,0,0,0,0,0,0.291409255,0.291409255,0.291409255,0.291409255,0,50.54216867,0,SC,0.52,0.06,0.2,0.0067,0.00083,0.01
X247,1,404M07357,404M07357,6/13/16,404M07357_6/13/16,1,Y,0.450423159,SC,Stressed,,NA,NA,NA,NA,34.07936,-118.59437,404M07357_2016-06-13,6/13/16,Stressed,0,0,0,0,0.003187251,0.003187251,0.003187251,0.003187251,0.002067098,0.002067098,0.002067098,0.002067098,2.349336057,2.451481103,2.502553626,2.502553626,1.230278884,1.24940239,1.258964143,1.274900398,1.984414081,2.011286355,2.023688943,2.040225727,43.53930913,0.055408044,0.031004753,0.379037538,1.561237854,14.60830993,0,26.76200204,26.76200204,26.71092952,26.71092952,13.92191235,13.90916335,13.89960159,13.9187251,11.9974368,11.98090001,11.96849743,11.97676582,251.911,441,886,1159,1171,584,3751.177114,0,0,0.277501425,-0.732724285,45.80597015,783,5.686131387,605.2376238,5.327545818,0,0,0.075471698,0.046552473,1.64030851,0.125687832,4,57,76,55570.19922,3.148375732,6.558727791,4.01545252,4.261788851,1.230901183,199,362.8601655,2456.100098,322.4339623,75.41093944,2.349336057,2.451481103,2.502553626,2.502553626,1.227091633,1.246215139,1.255776892,1.271713147,1.982346983,2.009219257,2.021621845,2.038158629,0,30.62773723,0,SC,0.31,0,0.1,NA,NA,NA
X251,1,907M23327,907M23327,6/8/16,907M23327_6/8/16,1,Y,0.066025222,SC,Stressed,,45.2399,212.3,NA,1837,32.8378,-116.78974,907M23327_2016-06-08,6/8/16,Stressed,0,0,0,0,0,0,0,0,0,0,0,0,15.58935361,15.58935361,15.58935361,15.96958175,23.92969806,24.62070002,24.96620099,25.2065495,23.92969806,24.62070002,24.96620099,25.2065495,5.991300443,0.099721396,0.031373499,0.436170168,1.591477251,4.90670408,0,38.40304183,38.40304183,38.40304183,38.02281369,28.72164639,28.54138501,28.21090581,28.00060087,28.72164639,28.54138501,28.21090581,28.00060087,74.9157,183.1,382,528,782.549,325,2702.785697,0,0,0.239529167,-2.297741664,47.84210526,785,8,499,2.608754701,0,0,3.625,0.005419865,9999,0.163150236,3,17,17,33214.19922,5.15899992,5.42999042,6.730383335,6.730383335,0.030393616,460,1285.233337,2541.899902,325.375,149.7202715,15.58935361,15.58935361,15.58935361,15.96958175,23.92969806,24.62070002,24.96620099,25.2065495,23.92969806,24.62070002,24.96620099,25.2065495,0,45.55555556,1.38,SC,2.2,0.06,0.2,0.021,0.00083,0.01
X254,1,404M07358,404M07358,6/16/16,404M07358_6/16/16,1,Y,0.616260691,SC,Stressed,,NA,NA,NA,NA,33.98675,-118.41043,404M07358_2016-06-16,6/16/16,Stressed,0.144508671,0.144508671,0.144508671,0.144508671,0.430325275,0.430325275,0.430325275,0.430325275,0.568461573,0.563985498,0.563985498,0.559509422,99.42196532,99.42196532,99.42196532,99.42196532,89.07100367,89.41906088,89.5772687,89.64055183,90.96280381,91.25822479,91.3835549,91.47755248,20.10690486,0.054236569,0.031457375,0.382080929,1.656291077,1.517078996,0,0.578034682,0.578034682,0.578034682,0.578034682,7.163650171,6.923174282,6.771294773,6.714339957,6.029273533,5.809945839,5.689091804,5.608522448,32,131.4,400,886,1171,154,2332.950522,0,0,0.276309891,2.10662055,-1,157,5,361.3333333,0.963551998,0,0,0,0.84543103,9999,0.125221997,2,2,2,32284.59961,5.25338077,22.74874305,16.09674449,15.76944096,0.110409997,3,343.9877143,2127.899902,254.96,2.226476908,99.27745665,99.27745665,99.27745665,99.27745665,88.6406784,88.9887356,89.14694342,89.21022655,90.39434224,90.69423929,90.8195694,90.91804306,0,25.98333333,0,SC,1.8,0,0.1,NA,NA,NA
X259,1,403M05780,403M05780,5/26/16,403M05780_5/26/16,1,Y,0.095684107,SC,Intermediate,,NA,NA,NA,NA,34.60452,-118.55686,403M05780_2016-05-26,5/26/16,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,1.251042535,1.251042535,1.251042535,1.251042535,0.162843387,0.162843387,0.162843387,0.162843387,0.238928026,0.238928026,0.238928026,0.238928026,73.0764171,0.056974554,0.030056454,0.372086025,1.626998227,4.812344709,2.637776554,8.006672227,8.006672227,8.006672227,8.006672227,2.966581705,2.966581705,2.966581705,2.966581705,2.085078083,2.085078083,2.085078083,2.085078083,51.4082,200,404,574,1159,1060,3284.076467,0,0,0.187999994,-1.489649217,87.86995516,1660,5.982608696,579.6900585,1.626465901,0,0,0.176470588,0.006227665,9999,0.131946056,0,2,7,45324.60156,6.986000061,0.146474154,0.030022072,0.050506251,0.046538525,600,600.9794604,2369.800049,318.7764706,157.344613,1.251042535,1.251042535,1.251042535,1.251042535,0.162843387,0.162843387,0.162843387,0.162843387,0.238928026,0.238928026,0.238928026,0.238928026,0,35.66086957,0,SC,0.39,0,0.1,NA,NA,NA
X260,1,909SWCASR,909SWCASR,3/21/16,909SWCASR_3/21/16,1,Y,0.199772439,SC,Reference,cal,26,11.3,6.49,286,32.94249,-116.55409,909SWCASR_2016-03-21,3/21/16,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.848401679,0.104950048,0.031391787,0.442456703,1.591407699,4.60387078,0,5.851755527,5.851755527,5.851755527,5.851755527,3.414405987,3.414405987,3.414405987,3.414405987,3.414405987,3.414405987,3.414405987,3.414405987,26.8,77,257,461,574,461,3471.076473,0,0,0.175999999,-3.38493925,123.1818182,1732,7.75,846.6666667,2.096266071,0,0,6.5,0.004648069,9999,0.161809778,0,0,0,55766.89844,11.125,0,0,0,0.021799085,1271,3439.25,2010,292,140.8467539,0,0,0,0,0,0,0,0,0,0,0,0,0,53.25,0.39,SC,0.005,0.0021,0.01,0.0214,0.0041,0.01
X267,1,801STW258,801STW258,6/9/16,801STW258_6/9/16,1,Y,0.284947382,SC,Intermediate,,6.12,23.737,2.65,777,34.01399,-117.17834,801STW258_2016-06-09,6/9/16,Intermediate,7.677902622,7.153558052,6.928838951,6.928838951,3.964101205,3.914425752,3.897867267,3.897867267,1.998371078,2.011067997,2.029958534,2.038010238,21.46067416,27.22846442,27.07865169,27.15355805,8.352099616,8.941581666,8.931646576,8.964763545,12.19647397,13.96753924,15.00868655,15.39423932,290.6249446,0.071852107,0.030504459,0.411475983,1.645911872,2.321152945,0,18.16479401,22.09737828,22.02247191,21.94756554,6.779043582,7.226122665,7.232746059,7.600344416,10.23247748,11.60126721,11.60838988,11.62108679,52.8514,161,320,532.6,979.4,2249,3491.108986,0,0,0.233017585,0.599204948,88.04454343,2688,7.448660714,520.0545455,1.162019017,0,0,5.055393586,0.484474341,9999,0.124400164,2,22,331,28015,5.604809716,4.6823089,1.768036897,3.317921121,0.081491445,439,1413.582751,2653.600098,334.3760933,56.40236952,13.78277154,20.07490637,20.14981273,20.2247191,4.38799841,5.027155915,5.033779309,5.066896278,10.19810289,11.95647125,12.97872802,13.35622908,0,42.97879464,1.55,SC,5.14,0.1,0.1,3.367,0.016,0.02
